DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTF1A,PARTF1B,PARTF1C,PARTF1D,PARTF1DOTH,PARTF1E,PARTF2A,PARTF2B,PARTF2C,PARTF2C1,PARTF2C2,PARTF2C3,PARTF2C4,PARTF3A,PARTF3B,PARTF3C,PARTF3D,PARTF4A,PARTF4A1,PARTF4A2,PARTF4A3,PARTF4B,PARTF4B1,PARTF4B2,PARTF4B3,PARTF4C,PARTF4C1,PARTF4C2,PARTF4C3,PARTF4C4,PARTF5A,PARTF5AOTH,PARTF5B,PARTF5C,PARTF5C1,PARTF5C2,PARTF5C3,PARTF5C4,PARTF6A,PARTF6B,PARTF6C,PARTF6D,PARTF6E,PARTGMBA,PARTGMRC,PARTGTOTMILES
03/01/22,2020,20210265,38511,2456,CLARKE - MOBILE COUNTIES GAS DIST,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,10.71,10.71,,,8,8,,,,,,,,,,,,,,,,10.71,8,,,,0,0,0
03/01/22,2020,20210952,39262,2480,CLEARFIELD MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211302,39635,2512,CLINTON - NEWBERRY NATURAL GAS AUTH,Natural Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210838,39138,2564,COLORADO INTERSTATE GAS CO,Natural Gas,INTERSTATE,,103.76,17.42,167.57,5.11,Hardspot,293.86,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,293.86,5,0,0,0,5.73,7.82,13.55
03/01/22,2020,20211043,39357,2585,COLUMBIA GAS OF KENTUCKY INC,Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20211044,39358,2588,COLUMBIA GAS OF MARYLAND INC,Natural Gas,INTRASTATE,MARYLAND,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20211045,39359,2596,COLUMBIA GAS OF OHIO INC,Natural Gas,INTRASTATE,OHIO,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6.14,6.14,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6.14,0,0,0,0,0,6.14,6.14
03/01/22,2020,20211046,39360,2600,COLUMBIA GAS OF PENNSYLVANIA,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20211047,39361,2604,COLUMBIA GAS OF VIRGINIA INC,Natural Gas,INTRASTATE,VIRGINIA,14.99,14.99,,,,29.98,0,0,0,0,0,0,0,0,0,0,0,0.64,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,30.62,0,0,0,0,14.88,0.75,15.63
03/01/22,2020,20210906,39751,2616,"COLUMBIA GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,,1328.27,2317.63,171.32,0,,3817.22,135,81,25,11,11,0,3,2,0,0,0,81.26,2.21,0,79.05,4,4,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,3900.48,85,26,0,0,5.59,162.98,168.57
03/01/22,2020,20210907,39752,2620,"COLUMBIA GULF TRANSMISSION, LLC",Natural Gas,INTERSTATE,,390.56,390.56,80,0,,861.12,55,8,1,1,0,0,0,0,0,0,0,45.82,0,0,45.82,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,906.94,9,1,0,0,0.38,73.03,73.41
03/01/22,2020,20210346,38614,2651,GREER COMMISSION OF PUBLIC WORKS,Natural Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210758,39057,2652,NSTAR GAS COMPANY,Natural Gas,INTRASTATE,MASSACHUSETTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211252,39575,2688,SOUTH ALABAMA GAS DISTRICT,Natural Gas,INTRASTATE,ALABAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211021,39334,2704,CONSOLIDATED EDISON CO OF NEW YORK,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9.32,9.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32,0,0,0,0,9.32,0,9.32
03/01/22,2020,20210680,38973,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Natural Gas,INTERSTATE,,331.3,279.8,51.5,0,,662.6,27,12,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,663.1,12,0,0,0,2.6,13.1,15.7
03/01/22,2020,20210680,38973,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Natural Gas,INTRASTATE,VIRGINIA,30.4,30.4,0,0,,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,60.8,0,0,0,0,1.9,19.9,21.8
03/01/22,2020,20211138,39458,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,Direct Assessment,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0
03/01/22,2020,20211138,39458,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20211138,39458,2731,CHEVRON PIPE LINE CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2020,20210918,39227,2748,CONSUMERS ENERGY CO,Natural Gas,INTRASTATE,MICHIGAN,5.4,65.5,93.4,116.4,EMAT,280.7,2073,1919,0,0,0,0,0,0,0,0,0,240.296,203.073,37.223,0,12,9,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,520.996,1931,0,0,0,0,14.73,14.73
03/01/22,2020,20211212,39533,2767,"HARVEST ALASKA, LLC",Natural Gas,INTRASTATE,ALASKA,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
03/01/22,2020,20210099,38340,2796,CORNING MUNICIPAL UTILITIES,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210443,38717,2800,CORNING NATURAL GAS CORP,Natural Gas,INTRASTATE,NEW YORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211219,39541,2859,CRANBERRY PIPELINE CORP (WV),Natural Gas,INTRASTATE,WEST VIRGINIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210457,39815,2879,"BBT LOUISIANA INTRASTATE, LLC",Natural Gas,INTRASTATE,LOUISIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210608,38893,3240,DELMARVA POWER & LIGHT COMPANY,Natural Gas,INTRASTATE,DELAWARE,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,0,0,0,0,0
03/01/22,2020,20211113,39432,3260,DELTA NATURAL GAS CO INC,Natural Gas,INTRASTATE,KENTUCKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
03/01/22,2020,20210401,38672,3527,DOW PIPELINE CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
03/01/22,2020,20210415,38686,3527,DOW PIPELINE CO,Other Gas-Ethylene,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210523,38805,3532,DOW INTRASTATE GAS CO,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210461,38737,3535,DOW PIPELINE CO,Other Gas-Ethylene,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210802,39102,3590,CITY OF DULUTH PUBLIC WORKS & UTILITIES,Natural Gas,INTERSTATE,,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2020,20211319,39663,3830,"GARLAND, CITY OF",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210681,38974,4005,E M W GAS ASSOCIATION,Natural Gas,INTRASTATE,NEW MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211139,39459,4060,DOMINION ENERGY OHIO,Natural Gas,INTRASTATE,OHIO,26,26,0,0,,52,12,0,0,0,0,0,0,11.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,63.6,0,0,0,0,0,8.79,8.79
03/01/22,2020,20210715,39009,4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,,251.28,252.95,0,296.45,IMU,800.68,43,54,0,0,0,0,0,41.75,0,0,0,0.01,0.01,0,0,5,5,0,0,5,0,0,0,5,0,,0,0,0,0,0,0,842.44,59,5,0,0,0,14.73,14.73
03/01/22,2020,20210851,39152,4149,EASTERN SHORE NATURAL GAS CO,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,19.87,19.87,,,,,,,,,,,,,,,,,,,,19.87,,,,,0.36,0,0.36
03/01/22,2020,20210196,38442,4273,EGYPTIAN GAS STORAGE CORP,Natural Gas,INTRASTATE,ILLINOIS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210866,39716,4280,EL PASO NATURAL GAS CO,Natural Gas,INTERSTATE,,1027.29,725.51,510.59,618.28,Hardspot,2881.67,525,315,16,2,1,0,13,60.05,6,0,0,0.714,0.714,0,0,1,1,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,2942.434,322,17,2,0,11.7,38.4,50.1
03/01/22,2020,20211182,39502,4350,ELIZABETHTOWN GAS CO,Natural Gas,INTRASTATE,NEW JERSEY,3.34,3.34,0,0,,6.68,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6.68,8,0,0,0,0,0,0
03/01/22,2020,20210960,39270,4360,ELIZABETHTOWN NATURAL GAS,Natural Gas,INTRASTATE,KENTUCKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.246,leak survey and corrosion survey,0,,,,,,2.246,0,,,,0,0,0
03/01/22,2020,20210481,38758,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,0,0,0,0,0,0
03/01/22,2020,20210290,38556,4440,EMMETSBURG MUNICIPAL UTILITIES,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210959,39269,4461,"EOG RESOURCES, INC",Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210972,39284,4473,ATMOS ENERGY CORPORATION - WEST TEXAS,Natural Gas,INTRASTATE,TEXAS,7.469,7.469,7.469,0,,22.407,1,0,0,0,0,0,0,0,0,0,0,38.823,31.354,7.469,0,3,3,0,0,3,0,0,3,0,0,,0,0,0,0,0,0,61.23,3,3,0,1,0,31.354,31.354
03/01/22,2020,20210613,38898,4499,CENTERPOINT ENERGY RESOURCES CORPORATION,Natural Gas,INTRASTATE,MISSISSIPPI,86.73,86.73,,,,173.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.46,,,,,0,0.771,0.771
03/01/22,2020,20210835,39135,4900,KINDER MORGAN TEJAS PIPELINE,Natural Gas,INTRASTATE,TEXAS,366.797,192.255,233.41,18.441,Hardspot,810.903,87,55,0,0,0,0,0,0,0,0,0,1.126,1.126,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,812.029,55,0,0,0,36.615,19.596,56.211
03/01/22,2020,20210812,39112,4906,EXXONMOBIL PIPELINE CO,Hydrogen Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210815,39115,4906,EXXONMOBIL PIPELINE CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210818,39118,4906,EXXONMOBIL PIPELINE CO,Other Gas-Ethylene,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210886,39739,5304,FLORIDA GAS TRANSMISSION CO,Natural Gas,INTERSTATE,,428.46,448.53,0,0,,876.99,15,27,0,0,0,0,0,244.31,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1121.3,34,3,0,0,4.56,84.87,89.43
03/01/22,2020,20210853,39155,6030,GAINESVILLE REGIONAL UTIL GAS DEPT,Natural Gas,INTRASTATE,FLORIDA,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
03/01/22,2020,20211101,39420,6141,NEW MEXICO GAS COMPANY,Natural Gas,INTRASTATE,NEW MEXICO,150.8,150.8,0,35,Rosen RoMat Material Verification,336.6,139,74,43,17,0,26,0,0,0,0,0,15.87,15.87,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,352.47,76,45,34,0,0,31.68,31.68
03/01/22,2020,20210144,38387,6243,HAWAII GAS,Synthetic Gas,INTRASTATE,HAWAII,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210709,39003,6255,VERNON E FAULCONER INC,Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211326,39671,6345,GEORGIA-PACIFIC CONSUMER,Natural Gas,INTERSTATE,,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2020,20210756,39055,6580,GRANITE STATE GAS TRANSMISSION INC,Natural Gas,INTERSTATE,,29.2,29.2,,,,58.4,15,15,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,58.4,15,,,,0.2,6.4,6.6
03/01/22,2020,20210088,38318,6640,"GRAYVILLE GAS DEPT, CITY OF",Natural Gas,INTRASTATE,ILLINOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210908,39216,6660,GREAT LAKES GAS TRANSMISSION CO,Natural Gas,INTERSTATE,,321.29,321.29,0,0,,642.58,14,10,10,0,0,0,10,0,0,0,0,12.2,0,0,12.2,50,0,0,50,0,0,0,0,0,0,,0,0,0,0,0,0,654.78,60,10,0,0,0,10.41,10.41
03/01/22,2020,20210717,39151,6690,GREAT PLAINS NATURAL GAS CO,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2020,20210992,39305,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,Natural Gas,INTRASTATE,KANSAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210462,38738,6810,GREENWOOD COMMISSION OF PUBLIC WORKS,Natural Gas,INTRASTATE,SOUTH CAROLINA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,49.6,"Monthly patrols, yearly leak survey",0,,,,,,49.6,0,,,,0,0,0
03/01/22,2020,20210335,38602,7020,"HALLOCK GAS DEPT, VILLAGE OF",Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,,,
03/01/22,2020,20210927,39236,7050,HAMPSHIRE GAS CO,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0
03/01/22,2020,20210459,38734,7237,MALARKEY ROOFING PRODUCTS,Natural Gas,INTRASTATE,OREGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210422,39787,7300,"HOGANSVILLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210245,38491,7338,HONEOYE STORAGE CORP,Natural Gas,INTERSTATE,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210311,38577,7655,HUMPHREYS COUNTY UTILITY DISTRICT,Natural Gas,INTRASTATE,TENNESSEE,,,,,,,,,,,,,,,,,,0.5,0.5,,,0,0,,,,,,,,,,,,,,,,0.5,0,,,,0,0,0
03/01/22,2020,20210295,38561,7695,HUTCHINSON UTILITIES COMMISSION,Natural Gas,INTRASTATE,MINNESOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210622,38907,8070,INDIANA GAS CO INC,Natural Gas,INTRASTATE,INDIANA,3.1,3.1,0,3.1,IMU,9.3,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9.3,37,0,0,0,0.41,1.86,2.27
03/01/22,2020,20210622,38907,8070,INDIANA GAS CO INC,Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,20,0,0,0,0,0,0
03/01/22,2020,20210570,38852,8140,INLAND EMPIRE PAPER CO,Natural Gas,INTRASTATE,WASHINGTON,,,,,,,0,0,,,,,,0,0,,,,,,,,,,,,,,,,3.5,Walked the gas line,0,,,,,,3.5,0,,,,0,0,0
03/01/22,2020,20210845,39145,8160,INTERMOUNTAIN GAS CO,Natural Gas,INTRASTATE,IDAHO,,,,,,,,,,,,,,,,,,2.159,2.159,,,3,3,,,1,1,,,,,,,,,,,,2.159,3,1,,,1.289,0.87,2.159
03/01/22,2020,20210386,38656,8166,"ADELPHIA GATEWAY, LLC",Natural Gas,INTERSTATE,,39.24,39.24,0,0,,78.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,78.48,0,0,0,0,0,0,0
03/01/22,2020,20210677,38970,8170,ALLIANT ENERGY - INTERSTATE POWER AND LIGHT COMPANY,Natural Gas,INTRASTATE,ILLINOIS,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210677,38970,8170,ALLIANT ENERGY - INTERSTATE POWER AND LIGHT COMPANY,Natural Gas,INTRASTATE,IOWA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210774,39073,8310,IROQUOIS GAS CORP,Natural Gas,INTERSTATE,,1.822,1.822,,,,3.644,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,,,0,0,,,0,0,0,0,0,,,,,,,,,3.704,0,0,,,0,3.378,3.378
03/01/22,2020,20210106,38347,9171,"MARKWEST JAVELINA PIPELINE COMPANY, L.L.C.",Natural Gas,INTRASTATE,TEXAS,,,,,,,,,,,,,,6.78,,,,,,,,,,,,,,,,,,,,,,,,,6.78,,,,,0,1.75,1.75
03/01/22,2020,20210181,38427,9200,JEFFERSON - COCKE CO UTIL DIST,Natural Gas,INTRASTATE,TENNESSEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211226,39549,10035,"KPC PIPELINE, LLC",Natural Gas,INTERSTATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/22,2020,20210630,38915,10270,KINGS MOUNTAIN NATURAL GAS SYSTEM,Natural Gas,INTRASTATE,NORTH CAROLINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210956,39266,11017,ATMOS ENERGY CORPORATION - TRANS LOUISIANA GAS PIPELINE,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,,0,0,0,0,0,0,0,2,2,0,0,0,0,0
03/01/22,2020,20211228,39551,11032,SPIRE MISSOURI INC. EAST,Natural Gas,INTRASTATE,MISSOURI,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18.42,18.42,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18.42,0,0,0,0,0,18.42,18.42
03/01/22,2020,20210098,38331,11080,"LAGRANGE GAS DEPT, CITY OF",Natural Gas,INTRASTATE,GEORGIA,0,0,0,0,,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210582,38865,11104,"LAKELAND, CITY OF (EX. LAKELAND UTILITIES, CITY OF",Natural Gas,INTRASTATE,FLORIDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210187,38433,11175,"LAMAR UTILITIES BOARD, CITY OF",Natural Gas,INTRASTATE,COLORADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20211180,39500,11240,"LAS CRUCES, CITY OF",Natural Gas,INTRASTATE,NEW MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210775,39646,11248,LAS VEGAS NATURAL GAS SYSTEM,Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0,volt meter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8,leak survey,1,0,0,0,0,0,53.8,1,0,0,0,0,0,0
03/01/22,2020,20211327,39673,11251,LAUREL FUEL CO,Natural Gas,INTRASTATE,MISSISSIPPI,77.42,,,,,77.42,0,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,77.42,0,0,,,0,0,0
03/01/22,2020,20211102,39421,11272,LAVACA PIPELINE CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/22,2020,20210965,39275,11384,LENOX MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
03/01/22,2020,20210999,39312,11713,KEYSPAN ENERGY DELIVERY - LONG ISLAND,Natural Gas,INTRASTATE,NEW YORK,0.39,0.39,0,0,,0.78,21,30,0,0,0,0,0,0,0,0,0,16.57,16.57,0,0,6,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17.35,36,0,0,0,4.62,12.34,16.96
03/01/22,2020,20210078,38306,11760,LORIMOR MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,IOWA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
03/01/22,2020,20210951,39261,11800,ATMOS ENERGY CORPORATION - LOUISIANA,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7.64,7.64,0,0,3,3,,,3,2,,1,,0,,0,0,0,0,0,0,7.64,3,3,0,0,0,7.64,7.64
03/01/22,2020,20211178,39498,11824,LOUISVILLE GAS & ELECTRIC CO,Natural Gas,INTRASTATE,INDIANA,0,0,0,0,,0,0,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,0,,0,,,,,,0,0,,,,0,0,0
