DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTQUNKWNHF,PARTQPRE40HF,PARTQ1940HF,PARTQ1950HF,PARTQ1960HF,PARTQ1970HF,PARTQ1980HF,PARTQ1990HF,PARTQ2000HF,PARTQ2010HF,PARTQ2020HF,PARTQTOTALHF,PARTQUNKWNLF,PARTQPRE40LF,PARTQ1940LF,PARTQ1950LF,PARTQ1960LF,PARTQ1970LF,PARTQ1980LF,PARTQ1990LF,PARTQ2000LF,PARTQ2010LF,PARTQ2020LF,PARTQTOTALLF,PARTQUNKWNTOTAL,PARTQPRE40TOTAL,PARTQ1940TOTAL,PARTQ1950TOTAL,PARTQ1960TOTAL,PARTQ1970TOTAL,PARTQ1980TOTAL,PARTQ1990TOTAL,PARTQ2000TOTAL,PARTQ2010TOTAL,PARTQ2020TOTAL,PARTQTOTAL
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,0.4,0,0,0,0.2,105.64,17.81,3.09,0.58,2.51,0,130.23,0.37,0,0,0,262.72,0,0,0,0,0,0,263.09,0.77,0,0,0,262.92,105.64,17.81,3.09,0.58,2.51,0,393.32
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,0.01,0,0,0.01,1.48,0,0,0,5.66,0,0,0,0,0,0,7.14,1.48,0,0,0,5.66,0,0,0,0.01,0,0,7.15
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,0,0,0,0,75.46,43.95,0,32.75,6.67,0,0,158.83,0,0,0,0,4.4,0,0,0,0,0,0,4.4,0,0,0,0,79.86,43.95,0,32.75,6.67,0,0,163.23
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,1.23,0,0,0,89.7,137.46,38.48,19.05,44.35,0.16,0,330.43,0.61,0,0,0,135.62,0,0,0,0,0,0,136.23,1.84,0,0,0,225.32,137.46,38.48,19.05,44.35,0.16,0,466.66
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,6.26,0,0,10.31,0,0,0,16.57,0,0,0,0,2.11,0,0,,0,0,0,2.11,0,0,0,0,8.37,0,0,10.31,0,0,0,18.68
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,0.3,0,0,0,115.49,43.71,7.35,0.01,3.53,0.14,0,170.53,0,0,0,0,163.56,0,0,0,0,0,0,163.56,0.3,0,0,0,279.05,43.71,7.35,0.01,3.53,0.14,0,334.09
3/1/2022,2020,20210664,18775,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210096,18158,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",HVL,INTERSTATE,PENNSYLVANIA,0,0,0,0,0,8.829,41.009,0.473,0.39,0.584,0,51.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.829,41.009,0.473,0.39,0.584,0,51.285
3/1/2022,2020,20210096,18158,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",HVL,INTERSTATE,WEST VIRGINIA,0,0,0,0,1.083,2.983,13.997,0.119,0.27,0,0,18.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,2.983,13.997,0.119,0.27,0,0,18.452
3/1/2022,2020,20210096,18158,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,0,0,0,4.976,0,0.717,0,0.049,0.277,0,6.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.976,0,0.717,0,0.049,0.277,0,6.019
3/1/2022,2020,20210097,18159,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,27.187,0,1.88,0,29.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.187,0,1.88,0,29.067
3/1/2022,2020,20210265,18362,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2020,20210265,18362,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,UTAH,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2020,20210265,18362,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0,0.2,,0.2,0,0,0,12.7,0,0,0,0,0,0,,12.7,0,0,0,12.7,0,0,0,0,0,0.2,,12.9
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,LOUISIANA,0,0,0,0,1.6,0.8,0,0,23.3,0.4,,26.1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.6,0.8,0,0,23.3,0.4,,26.1
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,UTAH,0,0,0,0,0,0,0,0,0.2,0.1,,0.3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.2,0.1,,0.3
3/1/2022,2020,20210233,18948,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,0,0,0,0,0,9,0,6.1,0,0.3,,15.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0,6.1,0,0.3,,15.4
3/1/2022,2020,20210249,18346,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,18.3,0,0,0,0.2,,18.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18.3,0,0,0,0.2,,18.5
3/1/2022,2020,20210249,18346,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,TEXAS,0,0,0,0,58.1,146.1,71.4,139.2,43.4,73,,531.2,,,,56.5,86.4,,,,,,,142.9,0,0,0,56.5,144.5,146.1,71.4,139.2,43.4,73,,674.1
3/1/2022,2020,20210266,18970,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,33.7,1.3,11.7,7.1,0.3,,54.1,0,0,9.9,,86.1,0,0,0,0,0,,96,0,0,9.9,0,86.1,33.7,1.3,11.7,7.1,0.3,,150.1
3/1/2022,2020,20210266,18970,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
3/1/2022,2020,20210525,18628,2767,"HARVEST ALASKA, LLC",Crude Oil,INTERSTATE,ALASKA,,,,,,,36.97,11.51,,,,48.48,,,,,,,,,,,,0,,,,,,,36.97,11.51,,,,48.48
3/1/2022,2020,20210525,18628,2767,"HARVEST ALASKA, LLC",Crude Oil,INTRASTATE,ALASKA,,,,,16.14,,0.26,,,0.01,,16.41,,,,,,,,,,,,0,,,,,16.14,,0.26,,,0.01,,16.41
3/1/2022,2020,20210704,18837,3345,DEVON ENERGY PRODUCTION CO. LP,CO2,INTRASTATE,WYOMING,,,,,,,,,46,0.51,,46.51,,,,,,,,,,,,0,,,,,,,,,46,0.51,,46.51
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,ALABAMA,0.192,0,0,0,36.537,0,0.104,0.761,1.986,0.216,0.016,39.812,0,0,0,0,212.36,0,0.084,0.227,0.4,0.252,0.023,213.346,0.192,0,0,0,248.897,0,0.188,0.988,2.386,0.468,0.039,253.158
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,GEORGIA,0,0,0,0,285.975,4.86,0.008,0.187,0.903,0.054,0,291.987,0,0,0,0,67.203,0.03,0.014,0.491,0.167,0.055,0,67.96,0,0,0,0,353.178,4.89,0.022,0.678,1.07,0.109,0,359.947
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0.776,1.983,1.904,4.905,1.266,0,10.834,0,0,0,0,223.013,0.052,0,0,0,0.045,0,223.11,0,0,0,0,223.013,0.828,1.983,1.904,4.905,1.311,0,233.944
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,1.01,0.448,0.932,0.192,0,2.582,0,0,0,0,120.596,0,0.148,0,0,0,0,120.744,0,0,0,0,120.596,0,1.158,0.448,0.932,0.192,0,123.326
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,NORTH CAROLINA,0.002,0,0,0,71.783,0.647,12.217,0.013,0.483,0.283,0,85.428,0.071,0,0,0,3.214,0.015,0.27,0.019,0.257,0.013,0,3.859,0.073,0,0,0,74.997,0.662,12.487,0.032,0.74,0.296,0,89.287
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,SOUTH CAROLINA,0.004,0,0,0,154.96,0.821,0.226,0.05,0.297,0.414,0,156.772,0,0,0,0,6.132,0.012,0.066,0.481,0.143,0.205,0,7.039,0.004,0,0,0,161.092,0.833,0.292,0.531,0.44,0.619,0,163.811
3/1/2022,2020,20210436,18538,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,0.013,0.042,2.815,0.02,0,2.89,0,0,0,0,75.058,0,0.064,0.87,0,0,0,75.992,0,0,0,0,75.058,0,0.077,0.912,2.815,0.02,0,78.882
3/1/2022,2020,20210031,18086,3527,DOW PIPELINE CO,HVL,INTRASTATE,TEXAS,0,0,0,0,0.18,90.03,0.83,4.04,1.04,114.8,0,210.92,41.82,0,79.3,10.24,34.42,15.93,0,0,0.18,1.31,0,183.2,41.82,0,79.3,10.24,34.6,105.96,0.83,4.04,1.22,116.11,0,394.12
3/1/2022,2020,20210034,18089,3535,DOW PIPELINE CO,HVL,INTRASTATE,LOUISIANA,0,0,0,0,0,42.33,56.43,0,36.89,0,0,135.65,0.05,0,0,0,61.72,0,0,0,0,0,0,61.77,0.05,0,0,0,61.72,42.33,56.43,0,36.89,0,0,197.42
3/1/2022,2020,20210311,18408,4280,EL PASO NATURAL GAS CO,Crude Oil,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,122.41,0,0,0,0,122.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.41,0,0,0,0,122.41
3/1/2022,2020,20210557,18932,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,0,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0.63
3/1/2022,2020,20210557,18932,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.24
3/1/2022,2020,20210557,18932,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,1.95,0,1.95,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,1.95
3/1/2022,2020,20210576,18683,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTERSTATE,TEXAS,0,0,0,0,52.12,0,0,0,0,0,0,52.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.12,0,0,0,0,0,0,52.12
3/1/2022,2020,20210576,18683,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,4.48,1.63,0,0.34,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,1.63,0,0.34,0,6.45
3/1/2022,2020,20210574,18681,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,0,0,0,0,0,0.19,0.17,1.27,0.26,0,1.89,0,0,0,8.76,0,0,0,0,0,0,0,8.76,0,0,0,8.76,0,0,0.19,0.17,1.27,0.26,0,10.65
3/1/2022,2020,20210574,18681,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,,,,,,,,,0.002,,,0.002,,,,2.48,,,,,,,,2.48,,,,2.48,,,,,0.002,,,2.482
3/1/2022,2020,20210574,18681,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,0,0,0,0,0,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.45
3/1/2022,2020,20210574,18681,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,69.07,0,69.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.07,0,69.07
3/1/2022,2020,20210186,18275,4461,"EOG RESOURCES, INC",Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,52.455,,52.455,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,52.455,,52.455
3/1/2022,2020,20210439,18541,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,27.13,0,0,,27.13,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27.13,0,0,,27.13
3/1/2022,2020,20210439,18541,4472,CYPRESS INTERSTATE PIPELINE LLC,HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,0,77.2,0,0,,77.2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,77.2,0,0,,77.2
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,0,0,0,0,56.14,1.15,0.18,0.11,18.44,0,76.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.14,1.15,0.18,0.11,18.44,0,76.02
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,0,0,0,0,18.1,0,0,1.42,0.84,0,20.36,0,0,0,2.2,0,0,0,0,0,0,0,2.2,0,0,0,2.2,0,18.1,0,0,1.42,0.84,0,22.56
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,,0,0,0,0,290.65,0,0.93,0.99,0.17,,292.74,,,,,,,,,,,,0,,0,0,0,0,290.65,0,0.93,0.99,0.17,,292.74
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,,,,,,107.04,,0.13,0.56,0.68,,108.41,,,0.17,0.28,,,,,,,,0.45,,,0.17,0.28,,107.04,,0.13,0.56,0.68,,108.86
3/1/2022,2020,20210374,18471,4805,EXPLORER PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,0,0,0,0,11.89,95.43,10.42,30.05,5.43,18.92,,172.14,,,1.73,2.77,2.3,0,0,0,,,,6.8,0,0,1.73,2.77,14.19,95.43,10.42,30.05,5.43,18.92,,178.94
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,,,,5.2,,,0.18,46.66,5.91,0.09,,58.04,,,,57.59,45.78,,,,,,,103.37,,,,62.79,45.78,,0.18,46.66,5.91,0.09,,161.41
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,NEW MEXICO,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,61.8,0,0.01,,61.81,,,,,,,,,,,,0,,,,,,,,61.8,0,0.01,,61.81
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,,,,,,,0.78,25.68,0.67,0.33,,27.46,,,,,15.82,,,,,,,15.82,,,,,15.82,,0.78,25.68,0.67,0.33,,43.28
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,MONTANA,5.37,,,,,,0,1.16,0.85,0.36,,7.74,0.01,,40.57,0.07,,0,,,,,,40.65,5.38,,40.57,0.07,,0,0,1.16,0.85,0.36,,48.39
3/1/2022,2020,20210637,18930,4906,EXXONMOBIL PIPELINE CO,Crude Oil,INTRASTATE,TEXAS,,,,0.03,,,,0.13,1.55,,,1.71,,,,,0.58,,,,,,,0.58,,,,0.03,0.58,,,0.13,1.55,,,2.29
3/1/2022,2020,20210606,18714,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,LOUISIANA,,,,,,,44.27,187.31,2.58,0.29,,234.45,1,,,71.94,34.24,52.63,,,,,,159.81,1,,,71.94,34.24,52.63,44.27,187.31,2.58,0.29,,394.26
3/1/2022,2020,20210606,18714,4906,EXXONMOBIL PIPELINE CO,HVL,INTRASTATE,TEXAS,,,,,2.17,,143.78,118.3,11.27,2.95,,278.47,0.08,0.51,,0.09,325.32,264.11,,,,,,590.11,0.08,0.51,,0.09,327.49,264.11,143.78,118.3,11.27,2.95,,868.58
3/1/2022,2020,20210617,18726,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210617,18726,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,,,,,,,,17.15,,,,17.15,,,,,,,,,,,,0,,,,,,,,17.15,,,,17.15
3/1/2022,2020,20210617,18726,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,,,,,,,0.03,7.44,0.91,,,8.38,,,,,,10.57,,,,,,10.57,,,,,,10.57,0.03,7.44,0.91,,,18.95
3/1/2022,2020,20210617,18726,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210617,18726,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,,,,,,,,,0,,,,2.33,0.02,,,,,,,2.35,,,,2.33,0.02,,,,,,,2.35
3/1/2022,2020,20210617,18726,4906,EXXONMOBIL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,49.31,2.06,40.28,2.68,26.17,2.72,,123.22,0.23,,0.01,33.73,163.74,1.42,,,,,,199.13,0.23,,0.01,33.73,213.05,3.48,40.28,2.68,26.17,2.72,,322.35
3/1/2022,2020,20210646,18756,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",CO2,INTRASTATE,WYOMING,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210383,18482,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",Crude Oil,INTERSTATE,CALIFORNIA,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210383,18482,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",Crude Oil,INTERSTATE,OCS-Pacific,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,
3/1/2022,2020,20210081,18931,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTERSTATE,KANSAS,0,0,0,0,0,1.59,0.3,18.98,0,7.24,,28.11,0,0,78.02,6.57,18.5,0,0,0,0,0,,103.09,0,0,78.02,6.57,18.5,1.59,0.3,18.98,0,7.24,,131.2
3/1/2022,2020,20210081,18931,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0.3,0.04,0.07,0,,0.41,0,0,31.48,14.8,1.33,0,0,0,0,0,,47.61,0,0,31.48,14.8,1.33,0,0.3,0.04,0.07,0,,48.02
3/1/2022,2020,20210081,18931,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,10.6,,10.6,0,0,0,25.45,11.01,0,0,0,0,0,,36.46,0,0,0,25.45,11.01,0,0,0,0,10.6,,47.06
3/1/2022,2020,20210081,18931,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",Crude Oil,INTRASTATE,OKLAHOMA,,,,0.52,,,0.28,0.18,53.28,0.89,,55.15,,45.2,0.03,0.16,1.01,0.34,,,0.04,,,46.78,,45.2,0.03,0.68,1.01,0.34,0.28,0.18,53.32,0.89,,101.93
3/1/2022,2020,20210341,18438,6911,GULF STATE PIPELINE CO INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,21,,,,27,6,54,,,,,,,,,,,,0,,,,,,21,,,,27,6,54
3/1/2022,2020,20210351,18448,7063,HARBOR PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,3,,,,,,,,,,,3,,,,0,,,,,,,,0,3,,,0,,,,,,,,3
3/1/2022,2020,20210246,18342,7660,HUNT CRUDE OIL SUPPLY CO,Crude Oil,INTERSTATE,ALABAMA,,,,,,105,,,,,,105,,,,,,,,,,,,0,,,,,,105,,,,,,105
3/1/2022,2020,20210246,18342,7660,HUNT CRUDE OIL SUPPLY CO,Crude Oil,INTERSTATE,MISSISSIPPI,,,,,,21.24,,21.8,6.2,1.63,,50.87,0,,,,46.85,,,,,,,46.85,0,,,,46.85,21.24,,21.8,6.2,1.63,,97.72
3/1/2022,2020,20210246,18342,7660,HUNT CRUDE OIL SUPPLY CO,Crude Oil,INTRASTATE,ALABAMA,,,,,,,,20.6,1.41,,,22.01,,,,,8.31,,,,,,,8.31,,,,,8.31,,,20.6,1.41,,,30.32
3/1/2022,2020,20210152,18224,8014,IDAHO PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,IDAHO,,,,,,,2.32,,,,,2.32,,,,,,,,,,,,0,,,,,,,2.32,,,,,2.32
3/1/2022,2020,20210115,18304,8175,INTERSTATE STORAGE & PIPELINE C0,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,,,,,,,,,,,,0,,,,,11.53,,,,,,,11.53,,,,,11.53,,,,,,,11.53
3/1/2022,2020,20210705,18844,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTERSTATE,KANSAS,0,0,0,0,0,0,0,3.63,57.65,50.25,2.4,113.93,0,0,0,291.84,74.82,53.34,0,0,0,0,,420,0,0,0,291.84,74.82,53.34,0,3.63,57.65,50.25,2.4,533.93
3/1/2022,2020,20210705,18844,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTERSTATE,NEBRASKA,0,0,0,0,0,0,0,0,28.95,0,0,28.95,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.95,0,0,28.95
3/1/2022,2020,20210705,18844,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0,23.39,0,0.04,0,23.43,0,0,0,0,0,26.33,0,0,0,0,0,26.33,0,0,0,0,0,26.33,0,23.39,0,0.04,0,49.76
3/1/2022,2020,20210705,18844,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTERSTATE,TEXAS,0,,0,0,0,0,0,17.34,0,0,0,17.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.34,0,0,0,17.34
3/1/2022,2020,20210705,18844,9175,JAYHAWK PIPELINE LLC,Crude Oil,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,73.14,0.79,73.93,0,0,23.21,50.84,0,0,0,0,0,0,0,74.05,0,0,23.21,50.84,0,0,0,0,0,73.14,0.79,147.98
3/1/2022,2020,20210657,18767,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HVL,INTERSTATE,ARKANSAS,0,0,0,0,13.1,250.6,0,0.4,0.1,0.3,0.1,264.6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13.1,250.6,0,0.4,0.1,0.3,0.1,264.6
3/1/2022,2020,20210657,18767,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HVL,INTERSTATE,ILLINOIS,0,0,0,0,0,141.6,0,2.9,0.2,32.6,0,177.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.6,0,2.9,0.2,32.6,0,177.3
3/1/2022,2020,20210657,18767,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HVL,INTERSTATE,INDIANA,0,0,0,0,0,170.1,0,0,0,0,0,170.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.1,0,0,0,0,0,170.1
3/1/2022,2020,20210657,18767,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HVL,INTERSTATE,IOWA,0,0,0,0,0,426.6,0,0.1,0.2,0.7,0,427.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.6,0,0.1,0.2,0.7,0,427.6
