DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTIUNKWN,PARTIPRE20,PARTI192029,PARTI193039,PARTI194049,PARTI195059,PARTI196069,PARTI197079,PARTI198089,PARTI199099,PARTI200009,PARTI201019,PARTI202029,PARTITOTAL
3/1/2022,2019,20200115,17346,38887,IMTT EPIC LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,GEORGIA,0,0,0,0,0,0,11.62,5.62,0,0,0,0,,17.24
3/1/2022,2019,20200533,17777,38893,PTE PIPELINE LLC,Crude Oil,INTERSTATE,ALASKA,,,,,,,,,,,,22.26,,22.26
3/1/2022,2019,20200331,17560,38894,"THUNDER BASIN PIPELINE, LLC",Crude Oil,INTRASTATE,WYOMING,,0,0,0,0,0,0,0,34.32,0,0,10.26,,44.58
3/1/2022,2019,20200153,17376,38895,KINDER MORGAN SOUTHEAST TERMINALS,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NORTH CAROLINA,0,0,0,0,0,0,0,0,0,0,0,3.8,,3.8
3/1/2022,2019,20200069,17280,38919,LEGACY RESERVES OPERATING LP,Crude Oil,INTRASTATE,WYOMING,,,,,,,11.4,,,,,0,,11.4
3/1/2022,2019,20200430,17669,38922,MIPC LLC,HVL,INTRASTATE,PENNSYLVANIA,,,,,,,0.28,,,,,,,0.28
3/1/2022,2019,20200444,17998,38922,MIPC LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,,,,,,2.7,1.84,,,0.16,,1.24,,5.94
3/1/2022,2019,20200444,17998,38922,MIPC LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,,,,,5.794,8.01,0.818,2.24,0.003,0.006,,0.844,,17.715
3/1/2022,2019,20200444,17998,38922,MIPC LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,PENNSYLVANIA,,,,,25.08,0.911,1.71,,0.16,0.05,,0.01,,27.921
3/1/2022,2019,20200550,18007,38924,NGL CRUDE TERMINALS,Crude Oil,INTRASTATE,COLORADO,,,,,,,,,,,,19,,19
3/1/2022,2019,20200550,18007,38924,NGL CRUDE TERMINALS,Crude Oil,INTRASTATE,LOUISIANA,,,,,,,,,,,,2.78,,2.78
3/1/2022,2019,20200550,18007,38924,NGL CRUDE TERMINALS,Crude Oil,INTRASTATE,OKLAHOMA,,,,,,0,,0,0,,,11.5,,11.5
3/1/2022,2019,20200333,17562,38926,BLACK BEAR MIDSTREAM LLC,HVL,INTRASTATE,LOUISIANA,,,,,,,,,,,,40.1,,40.1
3/1/2022,2019,20200421,17660,38927,UGI ENERGY SERVICES,HVL,INTRASTATE,OHIO,,,,,,,,,,,,36.25,,36.25
3/1/2022,2019,20200101,18895,38930,"PATOKA TERMINAL COMPANY, LLC",Crude Oil,INTRASTATE,ILLINOIS,,,,,,,,,,,,0.45,,0.45
3/1/2022,2019,20200520,17764,38931,TABULA RASA ENERGY LLC,CO2,INTRASTATE,COLORADO,,,,,,,,,,,15.263,,,15.263
3/1/2022,2019,20200520,17764,38931,TABULA RASA ENERGY LLC,CO2,INTRASTATE,TEXAS,,,,,,,,,,,,14.235,,14.235
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,COLORADO,,,,,26.3,,,0.1,0.3,0.3,1.9,,,28.9
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,MONTANA,,,,,,,11.6,2.2,,,,0.1,,13.9
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,NORTH DAKOTA,,,,,,129.5,16.6,40.2,66.9,57.5,1.3,106.7,,418.7
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,UTAH,,,,1.2,,,,,,,,,,1.2
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTERSTATE,WYOMING,,,,335.7,43.8,2,19.6,0.1,4.1,20.4,0.2,5,,430.9
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTRASTATE,ALASKA,,,,,,,4.1,,,,,,,4.1
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTRASTATE,CALIFORNIA,0.2,,,,0.3,7.8,11.6,1.2,1.9,7.4,9.9,1,,41.3
3/1/2022,2019,20200193,17930,38933,MARATHON PIPE LINE (WEST),Crude Oil,INTRASTATE,UTAH,,,,,,,1,,,1.9,2.3,,,5.2
3/1/2022,2019,20200305,17534,38933,MARATHON PIPE LINE (WEST),HVL,INTRASTATE,CALIFORNIA,,,,,,,,,,,,2.3,,2.3
3/1/2022,2019,20200305,17534,38933,MARATHON PIPE LINE (WEST),HVL,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,44,,44
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTERSTATE,IDAHO,19.5,,,,192.9,265.8,56,5.7,0.2,,13.9,0.4,,554.4
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTERSTATE,OREGON,82.8,,,,,164.5,,,0.5,0.1,0.4,0.4,,248.7
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTERSTATE,UTAH,4.3,,,,103.9,107,3.7,1.4,,,1,0.6,,221.9
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON,20.6,,,,,155.8,,,0.2,0.1,0.1,,,176.8
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALASKA,,,,,,,,68.4,,0.6,0.2,,,69.2
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0.4,,,,1.5,25.9,11.2,14.4,8,9.3,4.9,1.7,,77.3
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTRASTATE,MINNESOTA,,,,,,,8.6,,,,,,,8.6
3/1/2022,2019,20200195,17418,38933,MARATHON PIPE LINE (WEST),Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,,,,2.4,2.5,1,,5.9,,2,,0.6,,14.4
3/1/2022,2019,20200368,17603,38937,"MIDCOAST ENERGY, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,,16.26,138.26,,154.52
3/1/2022,2019,20200083,17298,38938,"WTG NGL PIPELINE COMPANY, LLC",HVL,INTRASTATE,TEXAS,,,,,,,22.013,,,,,20.156,,42.169
3/1/2022,2019,20200316,17545,38945,BAKKEN PIPELINE COMPANY LP,Crude Oil,INTERSTATE,NORTH DAKOTA,0,0,0,0,0,0,56.55,0,0,7.8,0,10.83,,75.18
3/1/2022,2019,20200037,17247,38949,"NAVARRO MIDSTREAM SERVICES, LLC.",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,3.43,,3.43
3/1/2022,2019,20200085,17301,38957,"CALUMET SAN ANTONIO REFINING, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,13.45,,13.45
3/1/2022,2019,20200203,18237,38964,"PHILADELPHIA ENERGY SOLUTIONS REFINING AND MARKETING, LLC",HVL,INTRASTATE,PENNSYLVANIA,,,,,,0.56,,,,1.33,,,,1.89
3/1/2022,2019,20200204,18236,38964,"PHILADELPHIA ENERGY SOLUTIONS REFINING AND MARKETING, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,PENNSYLVANIA,,,,0.69,3.36,6.17,,,,5.21,,,,15.43
3/1/2022,2019,20200121,17343,38968,OASIS PETROLEUM NORTH AMERICA,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,20.83,,20.83
3/1/2022,2019,20200502,17746,38989,EMERALD GATHERING AND TRANSMISSION,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,10.35,,,,,10.35
3/1/2022,2019,20200335,18048,39010,"BLUE RACER MIDSTREAM, LLC",HVL,INTRASTATE,OHIO,,,,,,,,,,,,14.12,0,14.12
3/1/2022,2019,20200335,18048,39010,"BLUE RACER MIDSTREAM, LLC",HVL,INTRASTATE,WEST VIRGINIA,,,,,,,,,,,,74.43,0,74.43
3/1/2022,2019,20200442,17681,39012,"SUMMIT MIDSTREAM PARTNERS, LLC",Crude Oil,INTRASTATE,NORTH DAKOTA,0,,0,0,0,0,0,0,0,0,0,72,,72
3/1/2022,2019,20200445,17684,39012,"SUMMIT MIDSTREAM PARTNERS, LLC",HVL,INTRASTATE,COLORADO,,,,,,,,,,,,10.93,,10.93
3/1/2022,2019,20200150,17373,39023,DOUBLE EAGLE PIPELINE LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,35.55,0,0,0,0,10.32,158.42,,204.29
3/1/2022,2019,20200671,17936,39038,E&T LLC,Crude Oil,INTRASTATE,CALIFORNIA,0,,0,,0,,0,,0.37,,0,,,0.37
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,COLORADO,0,0,0,0,0,88.175,0,0,0,0.308,0,160.224,,248.707
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,KANSAS,,,0,0,0,143.948,0,0,0,0.008,0,222.21,,366.166
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,NEBRASKA,0.011,0,0,0,0,93.155,0,0,0,0.044,0.003,4.826,,98.039
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,0,0,0,0,0,0,0,0,82.522,,82.522
3/1/2022,2019,20200380,17618,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC",Crude Oil,INTERSTATE,WYOMING,0,0,0,0,0,63.419,0.016,0.008,0,0.483,0,26.675,,90.601
3/1/2022,2019,20200030,17236,39046,"BRIDGER SWAN RANCH, LLC",Crude Oil,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,0,4.46,,4.46
3/1/2022,2019,20200249,17473,39047,"GEL OFFSHORE PIPELINE, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,38.56,32.28,0,0,0,,70.84
3/1/2022,2019,20200079,17291,39050,"CASPER CRUDE TO RAIL, LLC",Crude Oil,INTERSTATE,WYOMING,,,,,,,,,,,,12.45,,12.45
3/1/2022,2019,20200141,17364,39065,HESS ND,Crude Oil,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,2.43,0.35,112.04,,114.82
3/1/2022,2019,20200127,17350,39065,HESS ND,HVL,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,11.01,0,24.01,,35.02
3/1/2022,2019,20200126,17349,39065,HESS ND,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,3.8,,3.8
3/1/2022,2019,20200456,17696,39068,"FIELDWOOD ENERGY, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,33.52,32.65,32.34,,,,98.51
3/1/2022,2019,20200456,17696,39068,"FIELDWOOD ENERGY, LLC",Crude Oil,INTRASTATE,LOUISIANA,,,,,,,14.4,,,,,,,14.4
3/1/2022,2019,20200456,17696,39068,"FIELDWOOD ENERGY, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,17.35,,,,17.35
3/1/2022,2019,20200207,17430,39069,"EMPIRE PIPELINE, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,37.57,,34.15,1.01,,,72.73
3/1/2022,2019,20200207,17430,39069,"EMPIRE PIPELINE, LLC",Crude Oil,INTRASTATE,LOUISIANA,,,,,,,10.7,,,,,,,10.7
3/1/2022,2019,20200702,18032,39073,OCI BEAUMONT LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,0,0,0,0,0,0,0,4.63,0,0,0,,4.63
3/1/2022,2019,20200223,17447,39084,"CRIMSON GULF, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,207.369,201.096,8.535,20.067,12.014,0.5,0.572,,450.153
3/1/2022,2019,20200223,17447,39084,"CRIMSON GULF, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,119.056,122.63,47.668,60.794,31.968,0.101,,382.217
3/1/2022,2019,20200144,18292,39090,"NUTAAQ PIPELINE, LLC",Crude Oil,INTRASTATE,ALASKA,0,0,0,0,0,0,0,0,0,25.04,0,0.01,,25.05
3/1/2022,2019,20200086,17302,39098,"TEXSTAR MIDSTREAM LOGISTICS, LP",Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,36.45,,36.45
3/1/2022,2019,20200215,17439,39099,CALIBER NORTH DAKOTA LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,23.15,,23.15
3/1/2022,2019,20200214,17438,39099,CALIBER NORTH DAKOTA LLC,HVL,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,4.3,,4.3
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTERSTATE,MISSISSIPPI,,,,,,,,,18.519,19.193,0.197,,,37.909
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTERSTATE,OKLAHOMA,,,,,,37.843,,,,,2.137,0.035,,40.015
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTERSTATE,TENNESSEE,,,,,,,,,0.377,0.23,13.384,,,13.991
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTERSTATE,TEXAS,,,,,,46.49,40.25,0,0,0,0.083,18.496,,105.319
3/1/2022,2019,20200570,17816,39105,VALERO PARTNERS OPERATING CO. LLC,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,5.155,0,0,0.012,14.483,,19.65
3/1/2022,2019,20200573,17820,39105,VALERO PARTNERS OPERATING CO. LLC,HVL,INTRASTATE,TEXAS,,,,,,,,,,,2.211,,,2.211
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARKANSAS,,,,,,,,,,,0.793,,,0.793
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,,,,,,,,,,,,87.429,,87.429
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,,,,,,,,,,,,55.195,,55.195
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,,,,,,,,22.693,0,0,,7.378,,30.071
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,,,,,,,,,,,8.058,,,8.058
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TENNESSEE,,,,,,,,,10.627,,0.519,,,11.146
3/1/2022,2019,20200571,17817,39105,VALERO PARTNERS OPERATING CO. LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,8.803,,4.044,1.333,,,7.429,1.496,,23.105
3/1/2022,2019,20200128,17351,39106,BOE MIDSTREAM,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,38.7,,38.7
3/1/2022,2019,20200696,17988,39107,SWEPI LP,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,54.1,,54.1
3/1/2022,2019,20200233,17955,39108,BLUEFISH PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW MEXICO,,,,,,,,,,,,4.01,,4.01
3/1/2022,2019,20200233,17955,39108,BLUEFISH PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,10.26,,,1.67,,,1.51,,13.44
3/1/2022,2019,20200545,17789,39112,"ENLINK MIDSTREAM SERVICES, LLC",Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,,,,39.98,,39.98
3/1/2022,2019,20200546,17790,39112,"ENLINK MIDSTREAM SERVICES, LLC",HVL,INTRASTATE,OKLAHOMA,,,,,,,,,,,,13.135,,13.135
3/1/2022,2019,20200546,17790,39112,"ENLINK MIDSTREAM SERVICES, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,24.43,8.953,,74.147,,,107.53
3/1/2022,2019,20200440,17679,39122,UTICA EAST OHIO MIDSTREAM LLC,HVL,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,0,0,62.73,,62.73
3/1/2022,2019,20200691,17972,39123,CINNABAR ENERGY LTD.,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,5.27,,5.27
3/1/2022,2019,20200568,17813,39124,EQUINOR PIPELINES LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,69.06,,69.06
3/1/2022,2019,20200403,17641,39131,PERMIAN EXPRESS TERMINAL LLC,Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,,,27.6,,27.6
3/1/2022,2019,20200354,17585,39138,"BOARDWALK LOUISIANA MIDSTREAM, LLC",HVL,INTRASTATE,LOUISIANA,7.1,,,,,18.6,252.55,32.7,6.8,31.2,62.7,61.6,,473.25
3/1/2022,2019,20200354,17585,39138,"BOARDWALK LOUISIANA MIDSTREAM, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,,,1.1,,1.1
3/1/2022,2019,20200420,17659,39147,"ENABLE GAS GATHERING, LLC",Crude Oil,INTRASTATE,OKLAHOMA,,,,,,,,,,,,129.4,,129.4
3/1/2022,2019,20200228,17452,39149,IMTT-BAYONNE,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,,,,,,,,,0.68,1.97,0.17,0.53,,3.35
3/1/2022,2019,20200609,17857,39156,"FRIO LASALLE PIPELINE, LP",HVL,INTRASTATE,TEXAS,,,,,,,,,38.825,,,10.281,,49.106
3/1/2022,2019,20200290,17518,39179,"AMPLIFY ENERGY OPERATING, LLC",CO2,INTRASTATE,WYOMING,,,,,,,,,20,,,,,20
3/1/2022,2019,20200425,17664,39183,"MEDALLION OPERATING COMPANY, LLC",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,657.64,,657.64
3/1/2022,2019,20200307,17536,39183,"MEDALLION OPERATING COMPANY, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,,,6.52,,6.52
3/1/2022,2019,20200356,17587,39187,"THUNDER CREEK NGL PIPELINE, LLC",HVL,INTERSTATE,WYOMING,,,,,,,,85.9,,,,33.66,,119.56
3/1/2022,2019,20200518,17762,39189,"NORTHSTAR OFFSHORE VENTURES, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,,9.73,,,,,,,9.73
3/1/2022,2019,20200110,17331,39191,CONSOLIDATED EDISON CO OF NY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW YORK,,0,0,0,0,0,0.55,0,0,0.21,0,0.16,,0.92
3/1/2022,2019,20200031,17237,39196,CHEYENNE RAIL HUB,Crude Oil,INTRASTATE,WYOMING,,,,,,,,,,,,1.8,,1.8
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,ARKANSAS,1.2,,,,,,18.3,,,,,0.2,,19.7
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,ILLINOIS,,,,,,,95.5,0.2,0,0.1,0.2,224.4,,320.4
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,IOWA,,,,,,,,,,,,348,,348
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,KENTUCKY,,,,,,,48.7,,,,,2.5,,51.2
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,LOUISIANA,,,,,,28.6,201.9,1,0.2,0,0.4,4.7,,236.8
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,MISSISSIPPI,0.9,,,,,,145.3,1.6,0,0.1,0.3,3,,151.2
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,NORTH DAKOTA,,,,,,,,,,,,360,,360
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,SOUTH DAKOTA,,,,,,,,,,,,274.9,,274.9
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,TENNESSEE,,,,,,,108,0.2,0.5,0.1,,1.6,,110.4
3/1/2022,2019,20200404,17642,39205,"DAPL-ETCO OPERATIONS MANAGEMENT, LLC",Crude Oil,INTERSTATE,TEXAS,,,,,,10.6,,0.3,,,,32.8,,43.7
3/1/2022,2019,20200099,18001,39214,ENVEN ENERGY VENTURES LLC.,Crude Oil,INTERSTATE,LOUISIANA,,,,,,,,8.1,,,,,,8.1
3/1/2022,2019,20200099,18001,39214,ENVEN ENERGY VENTURES LLC.,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,19.4,0,0,0,0,,19.4
3/1/2022,2019,20200073,17285,39216,TALLGRASS MIDSTREAM LLC,HVL,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,18.225,,18.225
3/1/2022,2019,20200692,17973,39221,DAKOTA MIDSTREAM,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,20.68,,20.68
3/1/2022,2019,20200240,17464,39227,CALIFORNIA RESOURCES VENTURA BASIN,Crude Oil,INTRASTATE,CALIFORNIA,,,,,0.64,2.05,0.95,,0.13,,,,,3.77
3/1/2022,2019,20200308,17537,39228,ANDEAVOR FIELD SERVICES LLC,Crude Oil,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,9.5,,9.5
3/1/2022,2019,20200308,17537,39228,ANDEAVOR FIELD SERVICES LLC,Crude Oil,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,0,2.2,,,2.2
3/1/2022,2019,20200311,17991,39228,ANDEAVOR FIELD SERVICES LLC,HVL,INTRASTATE,NORTH DAKOTA,,,,,,,,,,,,54.9,,54.9
3/1/2022,2019,20200311,17991,39228,ANDEAVOR FIELD SERVICES LLC,HVL,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0,0,,26.4,,26.4
3/1/2022,2019,20200311,17991,39228,ANDEAVOR FIELD SERVICES LLC,HVL,INTRASTATE,WYOMING,0,0,0,0,0,0,0,0,0,5.7,0,3.8,,9.5
3/1/2022,2019,20200187,18183,39229,CAMINO REAL GATHERING CO LLC,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,46.8,,46.8
3/1/2022,2019,20200606,17854,39231,INTENSITY MIDSTREAM LLC,HVL,INTRASTATE,OKLAHOMA,,,,,,,,,,,,2.24,,2.24
3/1/2022,2019,20200306,17535,39241,ZENITH ENERGY TERMINALS JOLIET HOLDINGS LLC,Crude Oil,INTERSTATE,ILLINOIS,,,,,,,,,,,,4.538,,4.538
3/1/2022,2019,20200627,17878,39271,EAGLECLAW MIDSTREAM VENTURES,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,18.29,,18.29
3/1/2022,2019,20200618,17869,39271,EAGLECLAW MIDSTREAM VENTURES,HVL,INTRASTATE,TEXAS,,,,,,,,,,,,42.873,,42.873
3/1/2022,2019,20200230,17454,39272,"PARADIGM MIDSTREAM SERVICES - ND, LLC",Crude Oil,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,23.94,,23.94
3/1/2022,2019,20200462,17920,39281,BROOKS RANGE PETROLEUM CORPORATION,Crude Oil,INTRASTATE,ALASKA,,,,,,,,,,,,0.256,,0.256
3/1/2022,2019,20200226,17508,39284,ORYX SO. DELAWARE OGT LLC,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,,277.47,,277.47
3/1/2022,2019,20200002,17182,39291,FDL OPERATING LLC,CO2,INTRASTATE,WYOMING,,,,,,,,,,,155,,,155
3/1/2022,2019,20200523,17767,39292,"TWIN EAGLE MIDSTREAM ASSETS, LLC",Crude Oil,INTERSTATE,WYOMING,,,,,,,,,,,,4.486,,4.486
3/1/2022,2019,20200604,17852,39303,"BASA RESOURCES, INC.",Crude Oil,INTRASTATE,TEXAS,16.02,,,,,,,,,,,,,16.02
3/1/2022,2019,20200405,17643,39307,SUNOCO MIDLAND GATHERING LLC,Crude Oil,INTRASTATE,TEXAS,2.9,0,0,0,0,0,0,0,0,0,0,79.9,,82.8
3/1/2022,2019,20200034,17243,39313,"MAVERICK TERMINAL THREE RIVERS, LLC",HVL,INTRASTATE,TEXAS,,,,,,,,,,,,1.77,,1.77
3/1/2022,2019,20200348,17579,39316,"RENAISSANCE OFFSHORE, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,,15.9,,,,,15.9
3/1/2022,2019,20200348,17579,39316,"RENAISSANCE OFFSHORE, LLC",Crude Oil,INTERSTATE,TEXAS,,,,,,,,,14.19,,,,,14.19
3/1/2022,2019,20200684,17951,39317,SCOUT ENERGY MANAGEMENT LLC,Crude Oil,INTRASTATE,TEXAS,,,,,,,,,,,1.71,,,1.71
3/1/2022,2019,20200521,17765,39325,"TALOS ENERGY, LLC",Crude Oil,INTERSTATE,LOUISIANA,0.149,,,,,,,,,,,,,0.149
3/1/2022,2019,20200521,17765,39325,"TALOS ENERGY, LLC",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,,,0.698,,,,,,0.698
3/1/2022,2019,20200257,17481,39336,"BR PORT SERVICES, LLC",Crude Oil,INTRASTATE,LOUISIANA,0,,0,,0,0,0,0,0,0,0,3.91,,3.91
3/1/2022,2019,20200522,17766,39339,TINSLEY RESOURCES  LLC,Crude Oil,INTRASTATE,MISSISSIPPI,37.415,,,,,,,,,,,,,37.415
3/1/2022,2019,20200500,17743,39341,"CHALMETTE LOUISIANA LIQUIDS, LLC",HVL,INTRASTATE,LOUISIANA,42.28,,,,,,,,,,,,,42.28
3/1/2022,2019,20200326,17555,39347,"ILLINOIS EXTENSION PIPELINE COMPANY, L.L.C.",Crude Oil,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,0,0,0,168.2,,168.2
3/1/2022,2019,20200642,17894,39348,"NUSTAR PERMIAN TRANSPORTATION AND STORAGE, LLC",Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,376.7,,376.7
