DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTIUNKWN,PARTIPRE20,PARTI192029,PARTI193039,PARTI194049,PARTI195059,PARTI196069,PARTI197079,PARTI198089,PARTI199099,PARTI200009,PARTI201019,PARTI202029,PARTITOTAL
3/1/2022,2020,20210356,18453,22442,WEST TEXAS GULF PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,215.5,0,0,0,0,331.3,23.1,12.1,0,0.6,0.3,0.8,0,583.7
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,COLORADO,,,,,,,,,,,,210.91,,210.91
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,KANSAS,,,,,,,56.5,1.68,0,19.92,0,285.08,,363.18
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,OKLAHOMA,0.01,,,,,,74.69,56.27,0.57,0.23,2.02,99.66,,233.45
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,,,408.37,,408.37
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTERSTATE,WYOMING,,,,,,,,,,,,9.94,,9.94
3/1/2022,2020,20210504,18607,22610,"MAGELLAN PIPELINE COMPANY, LP",Crude Oil,INTRASTATE,OKLAHOMA,,,,,21.65,45.36,,,,0.66,0.3,0.7,,68.67
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,ILLINOIS,,,,,,62.46,0.01,0.25,0.05,0.13,0.1,0.12,,63.12
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,IOWA,,,,91.9,,138.71,124.26,0.58,0.56,5.55,0.68,0.59,,362.83
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,KANSAS,,,,,,2.43,0.38,0.71,0.12,,0.39,0.77,,4.8
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,MINNESOTA,,,,,,,,,,,,0.04,,0.04
3/1/2022,2020,20210505,18608,22610,"MAGELLAN PIPELINE COMPANY, LP",HVL,INTERSTATE,MISSOURI,,,,,,101.11,0.44,3.36,0.48,2.91,17.05,0.55,,125.9
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ARKANSAS,,,,,,2.28,,,128.94,34.48,,57.21,,222.91
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,COLORADO,,,,,77.36,,83.79,160.12,0.78,21.28,5.4,9.78,0.01,358.52
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,39.86,87.16,128.61,0.13,2.19,0.64,1.24,1.04,0.23,,261.1
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,,,,24.65,0.34,400.16,247.53,162.69,2.03,14.62,1.85,1.06,,854.93
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,KANSAS,1.85,,34.69,14.45,275.37,612.75,233.63,625.23,9.86,66.49,44.9,22.18,,1941.4
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,,,,1.34,210.1,540.97,149.22,100.69,18.19,7.87,7.04,3.04,,1038.46
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,,,27.04,62.98,66.34,103.01,207.2,65.4,0.53,7.15,3.38,2.06,,545.09
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEBRASKA,,,,9.71,64.6,264.55,4.75,16.62,0.65,3.49,2.82,1.62,,368.81
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW MEXICO,,,,,,221.19,4.6,1.17,4.14,,,17.46,,248.56
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,0,,0,0,74.95,4.11,1.76,2.5,0.67,1.28,0.51,1.52,,87.3
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OKLAHOMA,4.98,,66.7,44.88,34.35,609.3,26.95,69.71,16.25,105.58,34.61,2.85,0.01,1016.17
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH DAKOTA,,,,,57.86,2.12,97.53,19.37,0.15,5.4,2.13,0.12,,184.68
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,,,,30.54,284.83,770.8,19.45,6.77,44.23,287.67,135.72,116.85,158.6,1855.46
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,,,,,,89.67,79.2,0.07,0.44,2.59,,,,171.97
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,,,,,178.4,,93.14,0.02,0.08,0.06,,0.01,,271.71
3/1/2022,2020,20210506,18609,22610,"MAGELLAN PIPELINE COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,2.92,,,,,,,,0.98,,8.28,155.4,,167.58
3/1/2022,2020,20210395,18496,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,,0,0,0,0,34.226,56.731,0,0.861,0.222,0.598,,92.638
3/1/2022,2020,20210395,18496,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,,0,0,0,56.317,15.484,79.263,2.618,0.047,4.344,5.437,,163.51
3/1/2022,2020,20210395,18496,22830,WOLVERINE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,0,0,0,79.935,9.977,181.486,95.617,166.795,77.615,6.266,34.685,36.287,,688.663
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,ILLINOIS,0,0,0,0,0,0,0,0,4.73,0,0.31,0,0,5.04
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,IOWA,0,0,0,0,0,0,0,0,78.71,0,0,0,0,78.71
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,MINNESOTA,0,0,0,0,0,257.54,0,112.83,312.12,0,304.54,0,0,987.03
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTERSTATE,MISSOURI,0,0,0,0,0,0,0,0,236.2,13.82,0,0,0,250.02
3/1/2022,2020,20210296,18393,22855,"FLINT HILLS RESOURCES, LC",Crude Oil,INTRASTATE,TEXAS,0,0,0,17.15,107.6,52.98,0,28.45,209.24,63.57,12.28,153.94,0,645.21
3/1/2022,2020,20210294,18391,22855,"FLINT HILLS RESOURCES, LC",HVL,INTERSTATE,MINNESOTA,0,0,0,0,0,0,19.96,0,0,0,0,0,1.83,21.79
3/1/2022,2020,20210294,18391,22855,"FLINT HILLS RESOURCES, LC",HVL,INTERSTATE,WISCONSIN,0,0,0,0,0,0,153.98,0,0,0,0,0,0,153.98
3/1/2022,2020,20210294,18391,22855,"FLINT HILLS RESOURCES, LC",HVL,INTRASTATE,TEXAS,0,0,0,171.14,1.98,5.72,28.03,17.5,121.21,51.89,10.24,16.01,9.87,433.59
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,0,0,0,0,0,0,0,25.34,113.4,0,0,0,0,138.74
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,0,0,0,0,0,0,0,97.75,16.22,0,0,0,0,113.97
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,WISCONSIN,0,0,0,0,0,0,0,0,351.35,11.61,0,0,0,362.96
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,MINNESOTA,0,0,0,0,0,0,0,0,12.91,0,0,0,0,12.91
3/1/2022,2020,20210295,18392,22855,"FLINT HILLS RESOURCES, LC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,6.26,1.38,12.1,0,1.42,446.49,333.55,4.58,3.19,0,808.97
3/1/2022,2020,20210398,18498,25146,"EQUISTAR CHEMICALS, L.P.",Crude Oil,INTRASTATE,TEXAS,,,,,,0,,33.63,,,0.71,,,34.34
3/1/2022,2020,20210459,18561,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,0,26.82,0,5.64,0,,32.46
3/1/2022,2020,20210459,18561,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,3.33,0,,3.33
3/1/2022,2020,20210459,18561,25146,"EQUISTAR CHEMICALS, L.P.",HVL,INTRASTATE,TEXAS,0,0,0,0,0,46.198,168.09,760.05,157.96,152.74,6.19,3.78,,1295.008
3/1/2022,2020,20210400,18500,25146,"EQUISTAR CHEMICALS, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0.1,0,39.184,0,72.03,0,1.59,,112.904
3/1/2022,2020,20210516,18619,26026,"MARKWEST RANGER PIPELINE COMPANY, L.L.C.",HVL,INTERSTATE,KENTUCKY,,,,,,37.04,,,,,4.17,36.69,,77.9
3/1/2022,2020,20210516,18619,26026,"MARKWEST RANGER PIPELINE COMPANY, L.L.C.",HVL,INTERSTATE,WEST VIRGINIA,,,,,,,,39.74,,,22.11,,,61.85
3/1/2022,2020,20210211,18307,26039,FLORIDA POWER & LIGHT CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,,,,,,,,52.334,,,,,,52.334
3/1/2022,2020,20210647,18757,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0.72,0,,0.72
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,,,,,,7.1,,,,,2.32,0.02,,9.44
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,9.91,0,2.11,0.48,12.5
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,0,3.18,0,1.14,2.11,0.09,1.39,0.76,0.48,9.15
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NORTH CAROLINA,0,0,0,0,0,0,0,28.67,0,0,0,0,,28.67
3/1/2022,2020,20210665,18877,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0,7.3,6.75,2.96,7.69,9.3,3.71,37.71
3/1/2022,2020,20210024,18079,26045,"PAR HAWAII REFINING, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,HAWAII,,,,,,,,24,,,,,0,24
3/1/2022,2020,20210247,18343,26048,HUNT REFINING CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,0,0,0,0,0,0,0,0,23.72,0,23.72,0,,47.44
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,ILLINOIS,,0,0,0,5.45,0,0,,0,22,60,50.69,2.36,140.5
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,INDIANA,0,0,0,0,0.5,0.2,0,0,0,12.2,,,,12.9
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTERSTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,0.5,0,0,,0.5
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTRASTATE,ILLINOIS,0.05,,,,,,,,,,,0.06,,0.11
3/1/2022,2020,20210503,18606,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Crude Oil,INTRASTATE,INDIANA,0,0,0,0,0,0,0,0.1,0,,,,,0.1
3/1/2022,2020,20210241,18337,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",Refined and/or Petroleum Product (non-HVL),INTRASTATE,INDIANA,0,0,0,0,0,215.46,0.2,0,17.6,3,6.6,3.58,0.66,247.1
3/1/2022,2020,20210682,18799,26054,KEY WEST PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,0,0,0,0,0,0,5.8,0,0,1,0,0.2,,7
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,OKLAHOMA,0,0,0,,0,0,39.66,0,0,0,0,0,0,39.66
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTERSTATE,TEXAS,0,0,0,0,0,0,103.07,0,0,0,0,0,0,103.07
3/1/2022,2020,20210407,18507,26061,"DELEK CRUDE LOGISTICS, LLC.",Crude Oil,INTRASTATE,TEXAS,0,0,0,149.77,67.84,0.53,32.54,11.31,10.37,13.08,1.23,2.5,0,289.17
3/1/2022,2020,20210408,18508,26061,"DELEK CRUDE LOGISTICS, LLC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,13.4,85.26,0,19.3,0,0,0,0,117.96
3/1/2022,2020,20210669,18780,26065,CHS MCPHERSON REFINERY INC.,HVL,INTRASTATE,KANSAS,0,,0,0,0,12.79,0,0,0,0,0,0,0,12.79
3/1/2022,2020,20210668,18779,26065,CHS MCPHERSON REFINERY INC.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,KANSAS,0,,0,0,0,0,7,0,0,0,13.7,0.12,,20.82
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTERSTATE,ALABAMA,,,,,,,,2.11,,,0.03,0.19,,2.33
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,ALABAMA,,,,,,0.41,,5.36,,,11.05,,,16.82
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,CALIFORNIA,,,,,10.52,,,,76.41,44.7,1.63,14.83,,148.09
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,LOUISIANA,,,,,3.9,21.42,11.63,2.91,,0.59,,,,40.45
3/1/2022,2020,20210608,18848,26085,"PLAINS MARKETING, L.P.",Crude Oil,INTRASTATE,TEXAS,,,12.34,0.99,,3.39,3.42,22.9,,1.68,9.5,0.45,,54.67
3/1/2022,2020,20210609,18717,26085,"PLAINS MARKETING, L.P.",HVL,INTERSTATE,MICHIGAN,,,,,,,,0.54,,,,,,0.54
3/1/2022,2020,20210609,18717,26085,"PLAINS MARKETING, L.P.",HVL,INTRASTATE,ARIZONA,,,,,,,,3.86,,,,7.72,,11.58
3/1/2022,2020,20210054,18109,26086,SEADRIFT PIPELINE CORP,HVL,INTRASTATE,TEXAS,63.01,0,0,0,0,137.34,405.63,170.78,8.49,6.28,47.63,5.19,0.56,844.91
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,0,0,0,0,0,0,7.4,0,0,0,0,1.1,,8.5
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,0,0,0,0,0,0,1.7,0,0,0,0,,1.7
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.14
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,0,0,0,0,0,2.8,0,0,0,0,0,,2.8
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,6.5,0,0,1,0,0,0,0,7.5
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,0,0,0,0,1.2,0,4.2,0,0,5.4
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,OREGON,0,0,0,0,0,0,0.2,0.3,0,0,0,0.2,0,0.7
3/1/2022,2020,20210655,18903,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,VIRGINIA,6.42,0,0,0,0,0,0,0,0,2.73,0.02,0.01,0,9.18
3/1/2022,2020,20210155,18227,26099,TAMPA BAY PIPELINE CO.,HVL,INTRASTATE,FLORIDA,,,0,0,0,0,0,37.7,27.86,1.17,19.21,3.16,,89.1
3/1/2022,2020,20210425,18526,26103,"TEXAS EASTMAN DIVISION, EASTMAN CHEMICAL CO",HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,250,0,218.1,0,0.8,1.6,,470.5
3/1/2022,2020,20210603,18711,26112,"VALERO REFINING-TEXAS, L.P.",Crude Oil,INTRASTATE,TEXAS,,,,,,,,,2.57,,3.11,,,5.68
3/1/2022,2020,20210604,18712,26112,"VALERO REFINING-TEXAS, L.P.",HVL,INTRASTATE,TEXAS,,,,,,,,1.57,7.75,,4.11,,,13.43
3/1/2022,2020,20210602,18710,26112,"VALERO REFINING-TEXAS, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,,3.38,5.33,,23.1,,,31.81
3/1/2022,2020,20210616,18725,26120,COLLINS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0,0,48.01,0.002,0,0,0,,48.012
3/1/2022,2020,20210616,18725,26120,COLLINS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,0,76.5,0,0,0,0,,76.5
3/1/2022,2020,20210310,18407,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,CALIFORNIA,0,0,0,0,0,0,187.41,191.05,7.01,0,3.01,0.66,,389.14
3/1/2022,2020,20210310,18407,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEVADA,0,0,0,0,0,0,51.65,41.88,0.46,15.65,6.08,0.02,0.26,116
3/1/2022,2020,20210310,18407,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0.11,2.37,50.93,3.09,3.92,0.03,,60.45
3/1/2022,2020,20210310,18407,26125,CALNEV PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEVADA,0,0,0,0,0,0,0.62,0,0,0,0,0,,0.62
3/1/2022,2020,20210630,18740,26136,PARAMOUNT PETROLEUM CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,,0,0,0,0,0.45,0,0,0,0,0,0,0,0.45
3/1/2022,2020,20210044,18099,26149,ALYESKA PIPELINE SERVICE CO,Crude Oil,INTERSTATE,ALASKA,,,,,,,,792,,8,,,0,800
3/1/2022,2020,20210426,18527,26302,MUSTANG PIPELINE CO,HVL,INTRASTATE,TEXAS,,0,0,0,0,0,0,0,89.14,0,0,0,,89.14
3/1/2022,2020,20210267,18364,26303,UNOCAL PIPELINE CO - EASTERN REGION,Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,4.7,0,0,0,0,0,,4.7
3/1/2022,2020,20210394,18493,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",HVL,INTRASTATE,OKLAHOMA,,,,,,,,,4.33,,,7.26,,11.59
3/1/2022,2020,20210681,18798,30003,HOUSTON REFINING LP.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,,,,,1,1,,,1,,,3
3/1/2022,2020,20210053,18108,30020,W & T OFFSHORE INC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,,,,,,,,,,4.75,,,0,4.75
3/1/2022,2020,20210135,18205,30544,OCCIDENTAL CHEMICAL CORP,HVL,INTRASTATE,TEXAS,,,,,,,,,41.946,,,,,41.946
3/1/2022,2020,20210184,18813,30626,TARGA NGL PIPE LINE CO,HVL,INTERSTATE,LOUISIANA,,,,,21.73,,,,,,,0.07,,21.8
3/1/2022,2020,20210184,18813,30626,TARGA NGL PIPE LINE CO,HVL,INTERSTATE,TEXAS,,,,,41.01,33.49,,7.51,,0.64,0.74,0.67,,84.06
3/1/2022,2020,20210184,18813,30626,TARGA NGL PIPE LINE CO,HVL,INTRASTATE,TEXAS,,,,,,49.61,31.8,30.42,1.23,46.87,2.29,57.9,,220.12
3/1/2022,2020,20210134,18204,30657,BRAVO PIPELINE COMPANY,CO2,INTERSTATE,COLORADO,,,,,,,,,89,,,,0,89
3/1/2022,2020,20210134,18204,30657,BRAVO PIPELINE COMPANY,CO2,INTERSTATE,NEW MEXICO,,,,,,,,,364.83,,11.5,,,376.33
3/1/2022,2020,20210134,18204,30657,BRAVO PIPELINE COMPANY,CO2,INTERSTATE,TEXAS,0,,0,0,0,0,0,0,193,213.36,,12.5,,418.86
3/1/2022,2020,20210134,18204,30657,BRAVO PIPELINE COMPANY,CO2,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,6,86,71.89,17.08,,180.97
3/1/2022,2020,20210197,18983,30658,KERN OIL & REFINING CO.,Crude Oil,INTRASTATE,CALIFORNIA,,,,,7.91,,,,3.53,0.66,6.5,,,18.6
3/1/2022,2020,20210333,18430,30666,"ENMARK ENERGY, INC",CO2,INTRASTATE,MISSISSIPPI,,,,,,,,3.39,4.92,1.32,,,,9.63
3/1/2022,2020,20210151,18223,30683,WESTLAKE PETROCHEMICALS LLC,HVL,INTRASTATE,LOUISIANA,,,0,0,0,0,0,0,0,13.95,3.529,0,,17.479
3/1/2022,2020,20210150,18222,30683,WESTLAKE PETROCHEMICALS LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,LOUISIANA,,,,0,0,0,0,0,0,6.836,0,0,,6.836
3/1/2022,2020,20210385,18484,30711,HILCORP ENERGY COMPANY,Crude Oil,INTRASTATE,LOUISIANA,,,,,,,,,,1.967,4.943,,,6.91
3/1/2022,2020,20210642,18752,30755,CITGO PRODUCTS PIPELINE CO,HVL,INTERSTATE,LOUISIANA,0,,0,0,0,0,0,0,0,23.452,0,0,,23.452
3/1/2022,2020,20210642,18752,30755,CITGO PRODUCTS PIPELINE CO,HVL,INTERSTATE,TEXAS,0,,0,0,0,0,0,32.002,0,53.45,0,1.071,,86.523
3/1/2022,2020,20210643,18753,30755,CITGO PRODUCTS PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,44.908,,,,185.482,,0.313,0.055,0.556,3.233,1.193,0.62,,236.36
3/1/2022,2020,20210224,18320,30756,WYOMING REFINING CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WYOMING,0,,0,0,0,0,0,0,40.36,0,0.1,0,,40.46
3/1/2022,2020,20210650,18760,30777,MOTIVA ENTERPRISE LLC,Crude Oil,INTRASTATE,TEXAS,,,,,,5.531,,2.67,,,,,,8.201
3/1/2022,2020,20210652,18762,30777,MOTIVA ENTERPRISE LLC,HVL,INTRASTATE,TEXAS,,,,,,35.3,,,,0.02,,,,35.32
3/1/2022,2020,20210649,18759,30777,MOTIVA ENTERPRISE LLC,Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,,,10.39,21.64,9.56,8.68,0.99,1.15,6.58,0,3.18,0,,62.17
3/1/2022,2020,20210257,18354,30781,OLYMPIC PIPE LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,OREGON,0,0,0,0,0,0,13.8,1.5,0,0,0,0,,15.3
3/1/2022,2020,20210257,18354,30781,OLYMPIC PIPE LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON,0,0,0,0,0,0,255,81.6,0.1,8.7,6.3,0,,351.7
3/1/2022,2020,20210257,18354,30781,OLYMPIC PIPE LINE COMPANY,Refined and/or Petroleum Product (non-HVL),INTRASTATE,WASHINGTON,0,0,0,0,0,0,34.4,10.2,1.6,0.1,0,0,,46.3
3/1/2022,2020,20210399,18912,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTERSTATE,LOUISIANA,,,,,,67.012,11.439,37.705,47.51,8.629,1.684,3.802,,177.781
3/1/2022,2020,20210399,18912,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,,,,,31.801,,,,,,,,31.801
3/1/2022,2020,20210399,18912,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,2.905,,,,2.905
3/1/2022,2020,20210399,18912,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTRASTATE,LOUISIANA,19.671,,,,34.181,100.86,15.708,2.173,0.56,8.696,7.266,15.381,0.002,204.498
3/1/2022,2020,20210399,18912,30782,HARVEST MIDSTREAM COMPANY,Crude Oil,INTRASTATE,TEXAS,,3,,,,,,0.532,,108.535,8.647,359.218,24.215,504.147
