DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,PARTB_INTER_INTRA,PARTB_LOCATION_STATE_ABBR,PARTB_LOCATION_STATE_NAME,PARTB_LOCATION_COUNTY,PARTB_UNGS_FACILITY_NAME,PARTC_UNGS_RESERVOIR_NAME,PARTC_IN_SERVICE_YEAR,PARTC_RESERVOIR_TYPE,PARTC_INDICATOR_WELL_TEXT,PARTC_MAX_PRESSURE_PSIG,PARTC_RESERVOIR_MAX_DEPTH_FT,PARTC_RESERVOIR_MIN_DEPTH_FT,PARTC_NUM_INJ_WITHDRAW_WELLS,PARTC_NUM_MON_OBSV_WELLS,PARTC_NUM_WELLS_DRILLED,PARTC_NUM_WELLS_PLUG_ABANDON,PARTC_NUM_WELLS_SURF_SFTY_VALV,PARTC_NUM_WELLS_SUBS_SFTY_VALV,PARTC_NUM_WELLS_PROD_TUBE_ONLY,PARTC_NUM_WELLS_PROD_CASE_ONLY,PARTC_NUM_WELLS_CASE_AND_TUBE,PARTC_NUM_WELLS_OTHER_GASFLOW,PARTC_WELLS_OTHER_GASFLOW_DESC,PARTC_NUM_WELLS_NEW_TUBING,PARTC_NUM_WELLS_NEW_CASING,PARTC_NUM_WELLS_REMEDIATED,PARTC_NUM_WELLS_LEAKS,PARTC_NUM_WELLS_PRESS_TEST_MIT,PARTC_NUM_WELLS_CORROSION_MIT,PARTC_NUM_WELLS_OTHER_MIT,PARTC_WELLS_OTHER_MIT_DESC,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
3/1/2022,2019,20200091,2422,405,ANR PIPELINE CO,Inter,MI,Michigan,OSCEOLA,Loreed,DUNDEE (REED CITY),1963,Hydrocarbon Reservoir,"Loreed 21-6, Gocha-Hewitt 1, L. Riggs 1",1679,3670,3510,162,48,0,0,0,0,127,77,0,0,,0,0,5,0,0,2,0,,SUPPLEMENTAL,3/12/2020,8/23/2021
3/1/2022,2019,20200091,2422,405,ANR PIPELINE CO,Inter,MI,Michigan,MACOMB,Muttonville,SALINA - NIAGARA,1975,Hydrocarbon Reservoir,"Charles W Fawer etux,et al",1518,2865,2562,17,1,0,0,0,17,0,18,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,8/23/2021
3/1/2022,2019,20200091,2422,405,ANR PIPELINE CO,Inter,MI,Michigan,KALKASKA,Rapid River 35,SALINA - NIAGARA,1980,Hydrocarbon Reservoir,State Rapid River 1-35,3698,6736,6412,8,0,0,0,0,8,1,7,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,8/23/2021
3/1/2022,2019,20200091,2422,405,ANR PIPELINE CO,Inter,MI,Michigan,OSCEOLA,Reed City,MICHIGAN STRAY,1947,Hydrocarbon Reservoir,Reed City 94,634,1271,1139,120,15,0,0,0,0,9,126,0,0,,0,0,0,0,0,24,0,,SUPPLEMENTAL,3/12/2020,8/23/2021
3/1/2022,2019,20200091,2422,405,ANR PIPELINE CO,Inter,MI,Michigan,OTSEGO,South Chester 15,SALINA - NIAGARA,1980,Hydrocarbon Reservoir,State Chester N-1,3281,6579,5914,7,2,0,0,0,7,1,8,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,8/23/2021
3/1/2022,2019,20200091,2422,405,ANR PIPELINE CO,Inter,MI,Michigan,MONTCALM,Winfield,MICHIGAN STRAY,1951,Hydrocarbon Reservoir,Schnick-Briggs-Olson 11,492,1153,1079,71,6,0,12,0,0,6,71,0,0,,0,0,0,0,0,8,0,,SUPPLEMENTAL,3/12/2020,8/23/2021
3/1/2022,2019,20200047,1437,602,"ENABLE GAS TRANSMISSION, LLC",Inter,OK,Oklahoma,PONTOTOC,Ada,Upper Cromwell,1928,Hydrocarbon Reservoir,WP3,405,1600,1246,31,6,0,0,30,0,9,0,22,0,,0,0,5,0,0,8,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200047,1437,602,"ENABLE GAS TRANSMISSION, LLC",Inter,OK,Oklahoma,COAL,Chiles Dome,Wapanucka,1980,Hydrocarbon Reservoir,Arco Cody 2,1408,4251,3572,22,3,0,0,22,0,18,0,4,0,,0,0,0,0,0,1,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200047,1437,602,"ENABLE GAS TRANSMISSION, LLC",Inter,LA,Louisiana,LINCOLN,Ruston,James Sand,1969,Hydrocarbon Reservoir,O-2,1716,4796,4686,7,2,0,0,7,0,7,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/10/2020,3/10/2020
3/1/2022,2019,20200109,1547,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Inter,NE,Nebraska,CHEYENNE,Huntsman Gas Storage Field,J-Sand,1963,Hydrocarbon Reservoir,HS-26,884,4970,4930,24,33,0,0,0,0,48,2,0,0,,6,3,1,21,18,14,1,Down hole camera,SUPPLEMENTAL,3/13/2020,4/6/2020
3/1/2022,2019,20200070,1462,1217,BEAR CREEK STORAGE CO,Inter,LA,Louisiana,BIENVILLE,Bear Creek,Pettit,1981,Hydrocarbon Reservoir,Loe 1,2800,7060,6676,52,17,0,3,61,50,52,0,0,0,,0,0,0,0,0,4,0,,INITIAL,3/11/2020,3/11/2020
3/1/2022,2019,20200126,1524,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Dixon,Devonian,1966,Aquifer Reservoir,Evans #4-H,720,1700,1597,15,6,0,0,15,0,1,1,13,0,,0,0,0,0,0,0,0,,INITIAL,3/26/2020,3/26/2020
3/1/2022,2019,20200126,1524,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Howesville,Devonian,1961,Aquifer Reservoir,McHenry #1,735,1732,1689,17,9,0,0,17,0,5,0,12,0,,0,0,0,0,0,4,0,,INITIAL,3/26/2020,3/26/2020
3/1/2022,2019,20200126,1524,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Mineral City,Devonian,1972,Aquifer Reservoir,Haines #2,648,1574,1446,15,6,0,0,15,0,15,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/26/2020,3/26/2020
3/1/2022,2019,20200126,1524,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Simpson,Devonian,1973,Aquifer Reservoir,Crays #5,610,1641,1517,18,7,0,0,18,0,9,0,9,0,,0,0,0,0,0,0,0,,INITIAL,3/26/2020,3/26/2020
3/1/2022,2019,20200126,1524,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Switz City,Devonian,1964,Aquifer Reservoir,Haseman #4,734,1756,1646,41,8,0,0,41,0,12,0,29,0,,0,0,1,0,0,3,0,,INITIAL,3/26/2020,3/26/2020
3/1/2022,2019,20200126,1524,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Worthington,Devonian,1961,Aquifer Reservoir,Need #3,640,1512,1392,55,28,0,0,55,0,39,0,16,0,,0,0,0,0,0,0,0,,INITIAL,3/26/2020,3/26/2020
3/1/2022,2019,20200005,1383,2412,CITIZENS GAS UTIL DIST,Intra,TN,Tennessee,MORGAN,Indian Creek Storage Field,Fort Payne,2005,Hydrocarbon Reservoir,TDEC Permit #665,750,1592,1421,35,7,0,2,0,0,0,0,0,35,Gas / Oil Combination,0,0,0,0,0,10,0,,INITIAL,1/28/2020,1/28/2020
3/1/2022,2019,20200036,1642,2564,COLORADO INTERSTATE GAS CO,Inter,KS,Kansas,MORTON,Boehm Gas Storage Field,G Sand,1973,Hydrocarbon Reservoir,Boehm #44,1197,4871,4758,22,9,0,0,0,0,13,6,3,0,,0,0,0,0,0,2,0,,SUPPLEMENTAL,3/4/2020,9/2/2020
3/1/2022,2019,20200036,1642,2564,COLORADO INTERSTATE GAS CO,Inter,KS,Kansas,MORTON,Boehm Gas Storage Field,Keyes,1973,Hydrocarbon Reservoir,N/A,0,4964,4804,1,3,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/4/2020,9/2/2020
3/1/2022,2019,20200036,1642,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,BACA,Flank Gas Storage Field,Cherokee,1979,Hydrocarbon Reservoir,Flank #03,1144,4270,3992,13,18,0,0,0,0,4,7,2,0,,0,0,0,0,0,3,0,,SUPPLEMENTAL,3/4/2020,9/2/2020
3/1/2022,2019,20200036,1642,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,BACA,Flank Gas Storage Field,Morrow,1979,Hydrocarbon Reservoir,Flank #68,1166,4784,4468,26,14,0,0,0,0,14,7,5,0,,0,0,0,0,0,2,0,,SUPPLEMENTAL,3/4/2020,9/2/2020
3/1/2022,2019,20200036,1642,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,MORGAN,Fort Morgan,"Dakota ""D""",1966,Hydrocarbon Reservoir,21,1887,5566,5475,26,6,0,0,9,0,9,15,2,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/4/2020,9/2/2020
3/1/2022,2019,20200036,1642,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,ARAPAHOE,Latigo Gas Storage Field,"Dakota ""J"" Sand",1975,Hydrocarbon Reservoir,46,1908,6828,6632,24,19,0,0,0,0,11,5,15,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/4/2020,9/2/2020
3/1/2022,2019,20200036,1642,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,ADAMS,Totem,J Sand,2009,Hydrocarbon Reservoir,9,2050,7312,7262,13,11,0,0,10,0,8,0,5,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/4/2020,9/2/2020
3/1/2022,2019,20200036,1642,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,MORGAN,Young Gas Storage Field,"Dakota ""D""",1995,Hydrocarbon Reservoir,20,1822,6815,6666,21,14,0,0,0,0,8,5,8,0,,0,0,0,0,0,1,0,,SUPPLEMENTAL,3/4/2020,9/2/2020
3/1/2022,2019,20200096,1488,2600,COLUMBIA GAS OF PENNSYLVANIA,Intra,PA,Pennsylvania,BEAVER,Blackhawk Compressor Station,Blackhawk Storage,1970,Hydrocarbon Reservoir,C-6,2000,4700,4600,7,1,0,0,8,0,7,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/13/2020,3/13/2020
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,PA,Pennsylvania,BEDFORD,Artemas A,Oriskany,1972,Hydrocarbon Reservoir,4896,2044,6095,5643,20,0,3,0,0,0,0,20,0,0,,0,3,1,0,3,3,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,PA,Pennsylvania,BEDFORD,Artemas B,Oriskany,1972,Hydrocarbon Reservoir,4800,1857,4931,4774,4,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,HOCKING,Benton,Clinton,1936,Hydrocarbon Reservoir,8512,793,2699,1711,191,18,0,0,0,0,0,187,0,21,Liner,0,1,0,0,1,7,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,COLUMBIANA,Brinker,2nd Berea,1940,Hydrocarbon Reservoir,4466,255,962,643,110,17,0,4,0,0,1,23,1,4,Liner,0,1,2,0,0,1,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Coco A,Oriskany,1950,Hydrocarbon Reservoir,7197,1875,6761,4955,74,0,0,0,0,0,0,52,22,0,,0,0,0,0,0,2,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Coco B,Oriskany,1951,Hydrocarbon Reservoir,12075,1762,5446,5041,20,1,0,0,0,1,1,20,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Coco C,Oriskany,1957,Hydrocarbon Reservoir,12073,1775,55556,5094,28,0,0,0,0,0,0,13,7,0,,0,0,0,0,0,2,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,FAIRFIELD,Crawford,Clinton,1977,Hydrocarbon Reservoir,10502,770,2699,2048,186,49,0,0,0,0,0,231,1,3,Liner,0,0,2,0,0,23,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,PA,Pennsylvania,WASHINGTON,Donegal,Gordon Stray,1940,Hydrocarbon Reservoir,4510,1250,2932,2329,112,6,0,0,0,0,0,110,0,7,Production casing set on packer w/ open hole completion,0,0,2,0,0,2,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,NY,New York,SCHUYLER,Dundee,Oriskany,1940,Hydrocarbon Reservoir,120,799,2202,1671,110,19,0,2,0,0,0,129,0,0,,0,0,3,0,0,5,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,RANDOLPH,Glady,"Oriskany, Chert",1964,Hydrocarbon Reservoir,7440,2021,6930,4914,49,2,0,0,0,0,0,44,7,0,,0,0,0,0,0,8,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,NY,New York,STEUBEN,Greenwood,Oriskany,1942,Hydrocarbon Reservoir,212,1566,4839,4180,3,4,0,0,0,0,0,2,5,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,GUERNSEY,Guernsey,Oriskany,1954,Hydrocarbon Reservoir,7814,1020,3580,3114,46,0,0,0,0,0,2,43,0,1,Liner,0,0,0,0,0,2,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,HARDY,Hardy Inkerman,Oriskany,2007,Hydrocarbon Reservoir,9386,2048,7024,6252,8,1,0,0,0,0,0,1,7,1,Liner,0,0,1,0,0,1,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,HARDY,Hardy Lost River,Oriskany,2007,Hydrocarbon Reservoir,9303,1883,7024,6252,12,3,0,0,0,0,0,8,7,0,,0,0,1,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Heard,Big Injun,1943,Hydrocarbon Reservoir,NA,0,3129,1615,18,3,0,0,0,0,0,21,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,HOLMES,Holmes,Clinton,1954,Hydrocarbon Reservoir,9324,1038,3502,2805,131,11,0,0,0,0,2,113,0,27,Liner,0,0,0,1,0,14,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Hunt,Oriskany,1951,Hydrocarbon Reservoir,7282,790,5386,5027,19,3,0,0,0,0,0,22,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Lanham,Big Lime,1950,Hydrocarbon Reservoir,7145,845,1945,1146,17,3,0,0,0,0,0,20,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,HOCKING,Laurel,Clinton,1950,Hydrocarbon Reservoir,9153,717,2542,2031,170,0,0,3,0,0,0,146,1,23,Liner,0,1,3,1,1,4,0,0,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,LORAIN,Lorain,Clinton,1948,Hydrocarbon Reservoir,8493,1121,2653,2296,57,1,0,0,0,0,0,57,0,1,Liner,0,0,0,0,0,5,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,RICHLAND,Lucas,Clinton,1936,Hydrocarbon Reservoir,8657,1155,3080,2387,420,2,3,1,0,0,1,360,0,61,Liner,0,0,0,4,0,37,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Majorsville Deep,Big Injun; Ninevah; Gordon,1937,Hydrocarbon Reservoir,NA,0,3057,1460,41,3,0,0,0,0,0,44,0,0,,0,0,1,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Majorsville Shallow,Salt Sands,1937,Hydrocarbon Reservoir,NA,0,1890,1055,11,0,0,0,0,0,0,11,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,VINTON,McArthur,Clinton,1957,Hydrocarbon Reservoir,9797,913,2402,1924,98,0,0,0,0,0,0,62,0,36,Liner,0,0,1,2,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,MEDINA,Medina,Clinton,1958,Hydrocarbon Reservoir,10805,1140,3272,2930,64,2,0,0,0,0,1,54,0,11,Liner,0,0,0,1,0,4,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,NY,New York,STEUBEN,North Greenwood,Oriskany,1971,Hydrocarbon Reservoir,234,1900,4813,4747,2,0,0,0,0,0,0,1,0,1,Swage,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,RICHLAND,Pavonia,Clinton,1951,Hydrocarbon Reservoir,9095,1147,2956,2351,303,3,2,0,0,0,0,254,1,51,Liner,0,4,4,1,4,39,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,JACKSON,Ripley,Oriskany,1954,Hydrocarbon Reservoir,7295,1568,5184,4777,46,6,0,0,0,0,0,20,6,26,"Slotted liners, liners & ""anchors"" set on cemented packer.",0,0,1,0,0,2,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,WOOD,Rockport,Oriskany,1953,Hydrocarbon Reservoir,7236,1514,5401,4855,24,2,0,0,0,0,0,10,3,13,"Slotted liners, liners & ""anchors"" set on cemented packer.",0,0,2,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,PRESTON,Terra Alta,Oriskany; Chert,1960,Hydrocarbon Reservoir,7396,2166,6227,4676,31,11,0,0,0,0,0,35,2,5,Cemented liners and squeeze cemented production casing packer set,0,0,1,0,0,1,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,PRESTON,Terra Alta South,Oriskany; Chert,1970,Hydrocarbon Reservoir,7518,2273,6582,4954,30,6,0,0,0,0,0,29,8,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Victory A,Maxton; Big Injun,1953,Hydrocarbon Reservoir,4788,798,2269,1805,45,15,0,0,0,0,0,59,0,1,Liner,0,0,0,0,0,1,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Victory B,Maxton; Big Injun,1957,Hydrocarbon Reservoir,4775,778,3071,1556,128,36,0,2,0,0,0,154,6,4,"Uncemented liners, cemented casing remnants",0,0,0,0,0,2,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,HOLMES,Wayne,Clinton,1953,Hydrocarbon Reservoir,9263,1129,4306,2828,93,10,0,0,0,0,0,94,0,9,Liner,0,0,0,1,0,10,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
3/1/2022,2019,20200092,2462,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,RICHLAND,Weaver,Clinton,1937,Hydrocarbon Reservoir,8655,1070,3049,2423,265,12,2,4,0,0,1,226,1,49,Liner,0,1,1,0,1,18,0,,SUPPLEMENTAL,3/12/2020,10/12/2021
